id,datetime,username,tweets,edited,sentiment_intensity,sentiment,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
640573332677521408,2015-09-06 17:12:38+00:00,Nair16RAJ,@narendramodi Kerala capital Trivandrum is now vizhijam port city. This should come under smart city program. BJP's only hope city. Pls HELP,narendramodi kerala capital trivandrum vizhijam port city come smart city program bjp hope city pls help,0.8225,Positive,0,1,0,0,1,0,1,1
320375400813453312,2013-04-06 03:20:22+00:00,TTCSGlobal,"Ghana is embarking on a $10billion tech project called “Hope City.”  http://t.co/4o4uW8gjqe.    The smart city, smart village is a reality",ghana embark tech project call hope city. smart city smart village reality,0.8074,Positive,0,1,0,0,1,0,1,1
681934073376411648,2015-12-29 20:25:27+00:00,ChampionJnr,"@talkSPORT listening live from  Swedru, Ghana ,is a dicey game but I think the quality of man city will count in this game,hope city wins",talksport listen live swedru ghana dicey game think quality man city count game hope city win,0.7717,Positive,0,1,0,0,1,0,1,2
668045284828700672,2015-11-21 12:36:22+00:00,Ottisrabia_AFC,"@talkSPORT Am an Arsenal fun here in the northern Ghana Tamale,hope City drop points and victory for us. Gunners 4 life.",talksport arsenal fun northern ghana tamale hope city drop point victory gunner life,0.6249,Positive,0,2,0,0,2,0,1,1
663361184687595520,2015-11-08 14:23:25+00:00,Ottisrabia_AFC,"@talkSPORTLive Am Arsenal fun, hope city drops point and we triumph in the London derby. Listening to you live from northern Ghana Tamale.",talksportlive arsenal fun hope city drop point triumph london derby listen live northern ghana tamale,0.802,Positive,0,3,0,0,3,0,1,1
648832442426634241,2015-09-29 12:11:23+00:00,Dj_shango_Gh,Walktru @ Hope City Ghana https://t.co/YhffTUbhse,walktru hope city ghana,0.4404,Positive,0,1,0,0,1,0,1,1
647742058267082752,2015-09-26 11:58:35+00:00,nkf_gh,@talkSPORTLive I hope city lose/draw. Speaking as a #mufc fan. Listening in koftown. GHANA. Really good job guys.,talksportlive hope city speak mufc fan listen koftown ghana really good job guy,0.8122,Positive,0,2,0,0,2,0,2,2
641042351335579648,2015-09-08 00:16:21+00:00,bosuntijani,@iaboyeji @quietswami we don't appreciate what we have in Yaba. The depth and quality of it trumps Kenya's Konza or Ghana's Hope City!!!,iaboyeji quietswami n't appreciate yaba depth quality trump kenya konza ghana hope city,0.1635,Positive,0,1,0,0,1,0,2,2
637595156519251968,2015-08-29 11:58:25+00:00,raindolf,Ghana &amp; Mauritius agree on ICT Park in Tema - Government of Ghana: http://t.co/h8BszYpKkT Another hope city ?,ghana amp mauritius agree ict park tema government ghana hope city,0.6597,Positive,0,1,0,0,1,0,1,2
636546171025100800,2015-08-26 14:30:08+00:00,KHThompson,Photoset: reinamunciveng: HOPE City to turn Ghana into the tech hub of West Africa HOPE city is a... http://t.co/LQDo3Ajc9h,photoset reinamunciveng hope city turn ghana tech hub west africa hope city,0.7003,Positive,0,2,0,0,2,0,2,2
